anchor_name,condition,layer,summary_type,rsa_score,value
lancaster_perceptual,M_mismatched_image,29,trajectory,0.1095197097241104,
THINGS behavioral similarity,M_mismatched_image,30,trajectory,0.17000274859445547,
controlled_THINGS,M_mismatched_image,30,trajectory,0.16735565115116224,
SigLIP2,M_mismatched_image,30,trajectory,0.09155051653825035,
lancaster_perceptual,M_mismatched_image,30,trajectory,0.14516691428265566,
THINGS behavioral similarity,M_mismatched_image,31,trajectory,0.1763173861971985,
controlled_THINGS,M_mismatched_image,31,trajectory,0.1706535489999491,
SigLIP2,M_mismatched_image,31,trajectory,0.08750889411042713,
lancaster_perceptual,M_mismatched_image,31,trajectory,0.16497371585930945,
THINGS behavioral similarity,M_mismatched_image,32,trajectory,0.17612816963553354,
controlled_THINGS,M_mismatched_image,32,trajectory,0.1686242376243211,
SigLIP2,M_mismatched_image,32,trajectory,0.08808743985411585,
lancaster_perceptual,M_mismatched_image,32,trajectory,0.17874602163170358,
THINGS behavioral similarity,M_mismatched_image,33,trajectory,0.16267136183570194,
controlled_THINGS,M_mismatched_image,33,trajectory,0.1542816794565379,
SigLIP2,M_mismatched_image,33,trajectory,0.07718107144818147,
lancaster_perceptual,M_mismatched_image,33,trajectory,0.17282639309342696,
THINGS behavioral similarity,M_mismatched_image,34,trajectory,0.14866918274048116,
controlled_THINGS,M_mismatched_image,34,trajectory,0.13932199077349855,
SigLIP2,M_mismatched_image,34,trajectory,0.06186836596994354,
lancaster_perceptual,M_mismatched_image,34,trajectory,0.15745191312425474,
THINGS behavioral similarity,M_mismatched_image,35,trajectory,0.139591871517719,
controlled_THINGS,M_mismatched_image,35,trajectory,0.13068540384480679,
SigLIP2,M_mismatched_image,35,trajectory,0.06286124745311938,
lancaster_perceptual,M_mismatched_image,35,trajectory,0.13670801498491714,
THINGS behavioral similarity,M_mismatched_image,36,trajectory,0.12419677409283697,
controlled_THINGS,M_mismatched_image,36,trajectory,0.10892299410456872,
SigLIP2,M_mismatched_image,36,trajectory,0.05782221807937292,
lancaster_perceptual,M_mismatched_image,36,trajectory,0.16563928622216295,
THINGS behavioral similarity,M_blank_image,0,trajectory,0.09241568404035716,
controlled_THINGS,M_blank_image,0,trajectory,0.08831683933466064,
SigLIP2,M_blank_image,0,trajectory,0.07302365242467256,
lancaster_perceptual,M_blank_image,0,trajectory,0.060878380859286416,
THINGS behavioral similarity,M_blank_image,1,trajectory,0.04765376377871165,
controlled_THINGS,M_blank_image,1,trajectory,0.04828514622621548,
SigLIP2,M_blank_image,1,trajectory,0.04271890443666045,
lancaster_perceptual,M_blank_image,1,trajectory,0.036816635049744514,
THINGS behavioral similarity,M_blank_image,2,trajectory,0.048460285012272404,
controlled_THINGS,M_blank_image,2,trajectory,0.05006000617244488,
SigLIP2,M_blank_image,2,trajectory,0.04256907728749576,
lancaster_perceptual,M_blank_image,2,trajectory,0.05269986901191773,
THINGS behavioral similarity,M_blank_image,3,trajectory,0.04537385507162218,
controlled_THINGS,M_blank_image,3,trajectory,0.04589383127741238,
SigLIP2,M_blank_image,3,trajectory,0.04409972681672631,
lancaster_perceptual,M_blank_image,3,trajectory,0.05267575150516426,
THINGS behavioral similarity,M_blank_image,4,trajectory,0.049690782343323865,
controlled_THINGS,M_blank_image,4,trajectory,0.05259801235166138,
SigLIP2,M_blank_image,4,trajectory,0.04003251122911829,
lancaster_perceptual,M_blank_image,4,trajectory,0.03919145147236077,
THINGS behavioral similarity,M_blank_image,5,trajectory,0.07186617237872457,
controlled_THINGS,M_blank_image,5,trajectory,0.07256793637079126,
SigLIP2,M_blank_image,5,trajectory,0.021445412474829773,
lancaster_perceptual,M_blank_image,5,trajectory,0.038256701247489575,
THINGS behavioral similarity,M_blank_image,6,trajectory,0.10989196020358513,
controlled_THINGS,M_blank_image,6,trajectory,0.10797597265867749,
SigLIP2,M_blank_image,6,trajectory,0.045617779406111184,
lancaster_perceptual,M_blank_image,6,trajectory,0.07645509229032867,
THINGS behavioral similarity,M_blank_image,7,trajectory,0.11482712396294541,
controlled_THINGS,M_blank_image,7,trajectory,0.1086107146731143,
SigLIP2,M_blank_image,7,trajectory,0.05024829108631578,
lancaster_perceptual,M_blank_image,7,trajectory,0.0758662062830535,
THINGS behavioral similarity,M_blank_image,8,trajectory,0.12659568987653547,
controlled_THINGS,M_blank_image,8,trajectory,0.11901850777133278,
SigLIP2,M_blank_image,8,trajectory,0.048055264838982516,
lancaster_perceptual,M_blank_image,8,trajectory,0.07278111464476408,
THINGS behavioral similarity,M_blank_image,9,trajectory,0.13228610560974888,
controlled_THINGS,M_blank_image,9,trajectory,0.12460527197181806,
SigLIP2,M_blank_image,9,trajectory,0.05067926111568778,
lancaster_perceptual,M_blank_image,9,trajectory,0.043956740343221744,
THINGS behavioral similarity,M_blank_image,10,trajectory,0.15706211030212583,
controlled_THINGS,M_blank_image,10,trajectory,0.14911834877627403,
SigLIP2,M_blank_image,10,trajectory,0.07588204732841937,
lancaster_perceptual,M_blank_image,10,trajectory,0.07231959942055013,
THINGS behavioral similarity,M_blank_image,11,trajectory,0.20965358011768004,
controlled_THINGS,M_blank_image,11,trajectory,0.19947480339340448,
SigLIP2,M_blank_image,11,trajectory,0.12222083552521466,
lancaster_perceptual,M_blank_image,11,trajectory,0.13011817486782074,
THINGS behavioral similarity,M_blank_image,12,trajectory,0.22437364994132333,
controlled_THINGS,M_blank_image,12,trajectory,0.2139530395228062,
SigLIP2,M_blank_image,12,trajectory,0.13149247211010864,
lancaster_perceptual,M_blank_image,12,trajectory,0.15920534472642695,
THINGS behavioral similarity,M_blank_image,13,trajectory,0.23350212159673847,
controlled_THINGS,M_blank_image,13,trajectory,0.22277990801771322,
SigLIP2,M_blank_image,13,trajectory,0.14487120666091358,
lancaster_perceptual,M_blank_image,13,trajectory,0.1778490381832559,
THINGS behavioral similarity,M_blank_image,14,trajectory,0.2398639076838189,
controlled_THINGS,M_blank_image,14,trajectory,0.2296051218813594,
SigLIP2,M_blank_image,14,trajectory,0.16159039078536286,
lancaster_perceptual,M_blank_image,14,trajectory,0.17181606344888498,
THINGS behavioral similarity,M_blank_image,15,trajectory,0.24555816108972425,
controlled_THINGS,M_blank_image,15,trajectory,0.23571842893093986,
SigLIP2,M_blank_image,15,trajectory,0.17646675287499594,
lancaster_perceptual,M_blank_image,15,trajectory,0.17455919140754153,
THINGS behavioral similarity,M_blank_image,16,trajectory,0.22867667138842382,
controlled_THINGS,M_blank_image,16,trajectory,0.21956674500584458,
SigLIP2,M_blank_image,16,trajectory,0.17381930744287158,
lancaster_perceptual,M_blank_image,16,trajectory,0.1408195073182001,
THINGS behavioral similarity,M_blank_image,17,trajectory,0.22944267912923597,
controlled_THINGS,M_blank_image,17,trajectory,0.21992311153397834,
SigLIP2,M_blank_image,17,trajectory,0.17636390682130718,
lancaster_perceptual,M_blank_image,17,trajectory,0.1414693989231333,
THINGS behavioral similarity,M_blank_image,18,trajectory,0.22774734759985832,
controlled_THINGS,M_blank_image,18,trajectory,0.21913711866848734,
SigLIP2,M_blank_image,18,trajectory,0.1736571218346909,
lancaster_perceptual,M_blank_image,18,trajectory,0.14404849314949145,
THINGS behavioral similarity,M_blank_image,19,trajectory,0.21834985952729558,
controlled_THINGS,M_blank_image,19,trajectory,0.2099279309357807,
SigLIP2,M_blank_image,19,trajectory,0.16354814190678796,
lancaster_perceptual,M_blank_image,19,trajectory,0.1466062038403606,
THINGS behavioral similarity,M_blank_image,20,trajectory,0.19021836421490831,
controlled_THINGS,M_blank_image,20,trajectory,0.18334494900803983,
SigLIP2,M_blank_image,20,trajectory,0.1516775870246161,
lancaster_perceptual,M_blank_image,20,trajectory,0.11615761525606436,
THINGS behavioral similarity,M_blank_image,21,trajectory,0.18413147591635734,
controlled_THINGS,M_blank_image,21,trajectory,0.17867416057279556,
SigLIP2,M_blank_image,21,trajectory,0.14575666852117403,
lancaster_perceptual,M_blank_image,21,trajectory,0.11374822678095353,
THINGS behavioral similarity,M_blank_image,22,trajectory,0.1697327857072903,
controlled_THINGS,M_blank_image,22,trajectory,0.16408972654138673,
SigLIP2,M_blank_image,22,trajectory,0.1379722499165706,
lancaster_perceptual,M_blank_image,22,trajectory,0.10074885918308098,
THINGS behavioral similarity,M_blank_image,23,trajectory,0.15875976752972232,
controlled_THINGS,M_blank_image,23,trajectory,0.15520638459977507,
SigLIP2,M_blank_image,23,trajectory,0.12582008375295053,
lancaster_perceptual,M_blank_image,23,trajectory,0.08798802914875412,
THINGS behavioral similarity,M_blank_image,24,trajectory,0.17028608740316017,
controlled_THINGS,M_blank_image,24,trajectory,0.16598632767526597,
SigLIP2,M_blank_image,24,trajectory,0.13417436250768072,
lancaster_perceptual,M_blank_image,24,trajectory,0.10446197386148981,
THINGS behavioral similarity,M_blank_image,25,trajectory,0.15989234590522275,
controlled_THINGS,M_blank_image,25,trajectory,0.15795306361857933,
SigLIP2,M_blank_image,25,trajectory,0.1241481640867264,
lancaster_perceptual,M_blank_image,25,trajectory,0.1044618278281646,
THINGS behavioral similarity,M_blank_image,26,trajectory,0.15735444967251358,
controlled_THINGS,M_blank_image,26,trajectory,0.15525235026882558,
SigLIP2,M_blank_image,26,trajectory,0.11897207117049452,
lancaster_perceptual,M_blank_image,26,trajectory,0.10020542771899826,
THINGS behavioral similarity,M_blank_image,27,trajectory,0.14868815357465706,
controlled_THINGS,M_blank_image,27,trajectory,0.14808321861592516,
SigLIP2,M_blank_image,27,trajectory,0.11852880487300449,
lancaster_perceptual,M_blank_image,27,trajectory,0.09108733153816023,
THINGS behavioral similarity,M_blank_image,28,trajectory,0.14568222160886374,
controlled_THINGS,M_blank_image,28,trajectory,0.14481030559096936,
SigLIP2,M_blank_image,28,trajectory,0.11020430816425428,
lancaster_perceptual,M_blank_image,28,trajectory,0.08617723882427585,
THINGS behavioral similarity,M_blank_image,29,trajectory,0.13815297354505132,
controlled_THINGS,M_blank_image,29,trajectory,0.13799511460083058,
SigLIP2,M_blank_image,29,trajectory,0.10305846458631,
lancaster_perceptual,M_blank_image,29,trajectory,0.0819677200562602,
THINGS behavioral similarity,M_blank_image,30,trajectory,0.14802153321184652,
controlled_THINGS,M_blank_image,30,trajectory,0.14702043054766337,
SigLIP2,M_blank_image,30,trajectory,0.09932484248862503,
lancaster_perceptual,M_blank_image,30,trajectory,0.11547693904849134,
THINGS behavioral similarity,M_blank_image,31,trajectory,0.15637162298154203,
controlled_THINGS,M_blank_image,31,trajectory,0.15332107232217174,
SigLIP2,M_blank_image,31,trajectory,0.09790117345680023,
lancaster_perceptual,M_blank_image,31,trajectory,0.13792685437196828,
THINGS behavioral similarity,M_blank_image,32,trajectory,0.15582155933583344,
controlled_THINGS,M_blank_image,32,trajectory,0.15190320139258112,
SigLIP2,M_blank_image,32,trajectory,0.09852484088621952,
lancaster_perceptual,M_blank_image,32,trajectory,0.15315594701862276,
THINGS behavioral similarity,M_blank_image,33,trajectory,0.14330985520154627,
controlled_THINGS,M_blank_image,33,trajectory,0.13888589071683394,
SigLIP2,M_blank_image,33,trajectory,0.0883103801502628,
lancaster_perceptual,M_blank_image,33,trajectory,0.14937692426115756,
THINGS behavioral similarity,M_blank_image,34,trajectory,0.13386857439161967,
controlled_THINGS,M_blank_image,34,trajectory,0.12842532129671097,
SigLIP2,M_blank_image,34,trajectory,0.07483452660351382,
lancaster_perceptual,M_blank_image,34,trajectory,0.1418981064031296,
THINGS behavioral similarity,M_blank_image,35,trajectory,0.1275342040455743,
controlled_THINGS,M_blank_image,35,trajectory,0.12226891107063263,
SigLIP2,M_blank_image,35,trajectory,0.07667977722753899,
lancaster_perceptual,M_blank_image,35,trajectory,0.12351347366422674,
THINGS behavioral similarity,M_blank_image,36,trajectory,0.12071839888313894,
controlled_THINGS,M_blank_image,36,trajectory,0.10623968116598949,
SigLIP2,M_blank_image,36,trajectory,0.08416999808765126,
lancaster_perceptual,M_blank_image,36,trajectory,0.14490118356563142,
THINGS behavioral similarity,M_degraded_image,0,trajectory,0.09241568404035716,
controlled_THINGS,M_degraded_image,0,trajectory,0.08831683933466064,
SigLIP2,M_degraded_image,0,trajectory,0.07302365242467256,
lancaster_perceptual,M_degraded_image,0,trajectory,0.060878380859286416,
THINGS behavioral similarity,M_degraded_image,1,trajectory,0.051581138084114735,
controlled_THINGS,M_degraded_image,1,trajectory,0.05233043932316221,
SigLIP2,M_degraded_image,1,trajectory,0.04576712614231515,
lancaster_perceptual,M_degraded_image,1,trajectory,0.03744701363625005,
THINGS behavioral similarity,M_degraded_image,2,trajectory,0.053775566135912334,
controlled_THINGS,M_degraded_image,2,trajectory,0.055151924269662485,
SigLIP2,M_degraded_image,2,trajectory,0.04684061529956786,
lancaster_perceptual,M_degraded_image,2,trajectory,0.05298360941949837,
THINGS behavioral similarity,M_degraded_image,3,trajectory,0.05428783373444698,
controlled_THINGS,M_degraded_image,3,trajectory,0.05435129953341636,
SigLIP2,M_degraded_image,3,trajectory,0.05556724709719155,
lancaster_perceptual,M_degraded_image,3,trajectory,0.053306011043799846,
THINGS behavioral similarity,M_degraded_image,4,trajectory,0.06079448645673843,
controlled_THINGS,M_degraded_image,4,trajectory,0.06309882939810942,
SigLIP2,M_degraded_image,4,trajectory,0.05021595024376275,
lancaster_perceptual,M_degraded_image,4,trajectory,0.04623874879694041,
THINGS behavioral similarity,M_degraded_image,5,trajectory,0.09473225533253601,
controlled_THINGS,M_degraded_image,5,trajectory,0.09349122120906629,
SigLIP2,M_degraded_image,5,trajectory,0.03898154607487651,
lancaster_perceptual,M_degraded_image,5,trajectory,0.06274738862512867,
THINGS behavioral similarity,M_degraded_image,6,trajectory,0.1300207633691878,
controlled_THINGS,M_degraded_image,6,trajectory,0.12611570737423639,
SigLIP2,M_degraded_image,6,trajectory,0.05534638158150724,
lancaster_perceptual,M_degraded_image,6,trajectory,0.10681231306666088,
THINGS behavioral similarity,M_degraded_image,7,trajectory,0.13836877508464285,
controlled_THINGS,M_degraded_image,7,trajectory,0.13130887434594338,
SigLIP2,M_degraded_image,7,trajectory,0.0639240380960838,
lancaster_perceptual,M_degraded_image,7,trajectory,0.12316337794317858,
THINGS behavioral similarity,M_degraded_image,8,trajectory,0.14963865197322837,
controlled_THINGS,M_degraded_image,8,trajectory,0.14172285554690173,
SigLIP2,M_degraded_image,8,trajectory,0.06579857497558196,
lancaster_perceptual,M_degraded_image,8,trajectory,0.1169798688353225,
THINGS behavioral similarity,M_degraded_image,9,trajectory,0.15548644604927414,
controlled_THINGS,M_degraded_image,9,trajectory,0.14790857194886867,
SigLIP2,M_degraded_image,9,trajectory,0.06521582856744682,
lancaster_perceptual,M_degraded_image,9,trajectory,0.08135039441444375,
THINGS behavioral similarity,M_degraded_image,10,trajectory,0.18561985310604665,
controlled_THINGS,M_degraded_image,10,trajectory,0.1776970139912695,
SigLIP2,M_degraded_image,10,trajectory,0.10515518933788824,
lancaster_perceptual,M_degraded_image,10,trajectory,0.11661226440529336,
THINGS behavioral similarity,M_degraded_image,11,trajectory,0.23193238761333562,
controlled_THINGS,M_degraded_image,11,trajectory,0.220903772342761,
SigLIP2,M_degraded_image,11,trajectory,0.14039476118964006,
lancaster_perceptual,M_degraded_image,11,trajectory,0.1650867187682946,
THINGS behavioral similarity,M_degraded_image,12,trajectory,0.24522830988075717,
controlled_THINGS,M_degraded_image,12,trajectory,0.23458841396334443,
SigLIP2,M_degraded_image,12,trajectory,0.15003665765282206,
lancaster_perceptual,M_degraded_image,12,trajectory,0.18678093961653794,
THINGS behavioral similarity,M_degraded_image,13,trajectory,0.24912412173558984,
controlled_THINGS,M_degraded_image,13,trajectory,0.23893209801272156,
SigLIP2,M_degraded_image,13,trajectory,0.1555927202053971,
lancaster_perceptual,M_degraded_image,13,trajectory,0.1967938110807207,
THINGS behavioral similarity,M_degraded_image,14,trajectory,0.269108508121645,
controlled_THINGS,M_degraded_image,14,trajectory,0.25918800123390695,
SigLIP2,M_degraded_image,14,trajectory,0.1839235978841532,
lancaster_perceptual,M_degraded_image,14,trajectory,0.2001763561109137,
THINGS behavioral similarity,M_degraded_image,15,trajectory,0.2814360887778067,
controlled_THINGS,M_degraded_image,15,trajectory,0.27173622757692645,
SigLIP2,M_degraded_image,15,trajectory,0.195489382613178,
lancaster_perceptual,M_degraded_image,15,trajectory,0.20945647750569632,
THINGS behavioral similarity,M_degraded_image,16,trajectory,0.26732933980949125,
controlled_THINGS,M_degraded_image,16,trajectory,0.25931541232794564,
SigLIP2,M_degraded_image,16,trajectory,0.18926530605904807,
lancaster_perceptual,M_degraded_image,16,trajectory,0.1820463905524175,
THINGS behavioral similarity,M_degraded_image,17,trajectory,0.27361227041609576,
controlled_THINGS,M_degraded_image,17,trajectory,0.2649385701403444,
SigLIP2,M_degraded_image,17,trajectory,0.1963974286540308,
lancaster_perceptual,M_degraded_image,17,trajectory,0.18563213973732734,
THINGS behavioral similarity,M_degraded_image,18,trajectory,0.2708100321561372,
controlled_THINGS,M_degraded_image,18,trajectory,0.26317885270226554,
SigLIP2,M_degraded_image,18,trajectory,0.18944537060169353,
lancaster_perceptual,M_degraded_image,18,trajectory,0.18421212362466122,
THINGS behavioral similarity,M_degraded_image,19,trajectory,0.2613299651046299,
controlled_THINGS,M_degraded_image,19,trajectory,0.25387727420595635,
SigLIP2,M_degraded_image,19,trajectory,0.18222766249325303,
lancaster_perceptual,M_degraded_image,19,trajectory,0.1840009069305173,
THINGS behavioral similarity,M_degraded_image,20,trajectory,0.24093074225698485,
controlled_THINGS,M_degraded_image,20,trajectory,0.2332994308630124,
SigLIP2,M_degraded_image,20,trajectory,0.17869797839709964,
lancaster_perceptual,M_degraded_image,20,trajectory,0.16324108473300286,
THINGS behavioral similarity,M_degraded_image,21,trajectory,0.2358805699216673,
controlled_THINGS,M_degraded_image,21,trajectory,0.22944071297151192,
SigLIP2,M_degraded_image,21,trajectory,0.17522185817660502,
lancaster_perceptual,M_degraded_image,21,trajectory,0.16301499999471922,
THINGS behavioral similarity,M_degraded_image,22,trajectory,0.22433641578494956,
controlled_THINGS,M_degraded_image,22,trajectory,0.2173656731403863,
SigLIP2,M_degraded_image,22,trajectory,0.17116961730012614,
lancaster_perceptual,M_degraded_image,22,trajectory,0.1578207402389581,
THINGS behavioral similarity,M_degraded_image,23,trajectory,0.22397044612263797,
controlled_THINGS,M_degraded_image,23,trajectory,0.218088017061816,
SigLIP2,M_degraded_image,23,trajectory,0.16696029420924552,
lancaster_perceptual,M_degraded_image,23,trajectory,0.1481823952239583,
THINGS behavioral similarity,M_degraded_image,24,trajectory,0.25259192789448043,
controlled_THINGS,M_degraded_image,24,trajectory,0.24537706722891015,
SigLIP2,M_degraded_image,24,trajectory,0.1841772176779788,
lancaster_perceptual,M_degraded_image,24,trajectory,0.18375280950753786,
THINGS behavioral similarity,M_degraded_image,25,trajectory,0.2595056292597103,
controlled_THINGS,M_degraded_image,25,trajectory,0.25326935017919927,
SigLIP2,M_degraded_image,25,trajectory,0.18059840389189954,
lancaster_perceptual,M_degraded_image,25,trajectory,0.20920955926262697,
THINGS behavioral similarity,M_degraded_image,26,trajectory,0.2507137440233548,
controlled_THINGS,M_degraded_image,26,trajectory,0.24339191575299166,
SigLIP2,M_degraded_image,26,trajectory,0.16326467266056538,
lancaster_perceptual,M_degraded_image,26,trajectory,0.20380197686571516,
THINGS behavioral similarity,M_degraded_image,27,trajectory,0.23580030119415532,
controlled_THINGS,M_degraded_image,27,trajectory,0.23012215908777017,
SigLIP2,M_degraded_image,27,trajectory,0.1633956513442274,
lancaster_perceptual,M_degraded_image,27,trajectory,0.19208712516099366,
THINGS behavioral similarity,M_degraded_image,28,trajectory,0.22608576187876525,
controlled_THINGS,M_degraded_image,28,trajectory,0.2201748463368609,
SigLIP2,M_degraded_image,28,trajectory,0.15340406640038712,
lancaster_perceptual,M_degraded_image,28,trajectory,0.17329239096287238,
THINGS behavioral similarity,M_degraded_image,29,trajectory,0.21259107277019085,
controlled_THINGS,M_degraded_image,29,trajectory,0.207682730165367,
SigLIP2,M_degraded_image,29,trajectory,0.14307107836812422,
lancaster_perceptual,M_degraded_image,29,trajectory,0.1617111216022152,
THINGS behavioral similarity,M_degraded_image,30,trajectory,0.21859301168648584,
controlled_THINGS,M_degraded_image,30,trajectory,0.21205142534672247,
SigLIP2,M_degraded_image,30,trajectory,0.13928232591303474,
lancaster_perceptual,M_degraded_image,30,trajectory,0.196710546467414,
THINGS behavioral similarity,M_degraded_image,31,trajectory,0.2163899181622378,
controlled_THINGS,M_degraded_image,31,trajectory,0.20789458289062876,
SigLIP2,M_degraded_image,31,trajectory,0.13743324217281572,
lancaster_perceptual,M_degraded_image,31,trajectory,0.2008428175595822,
THINGS behavioral similarity,M_degraded_image,32,trajectory,0.2076540797936903,
controlled_THINGS,M_degraded_image,32,trajectory,0.19849809942264784,
SigLIP2,M_degraded_image,32,trajectory,0.13640046998236438,
lancaster_perceptual,M_degraded_image,32,trajectory,0.20226042963924679,
THINGS behavioral similarity,M_degraded_image,33,trajectory,0.18233309044045864,
controlled_THINGS,M_degraded_image,33,trajectory,0.17281792001306928,
SigLIP2,M_degraded_image,33,trajectory,0.11696318877767396,
lancaster_perceptual,M_degraded_image,33,trajectory,0.18476958622408043,
THINGS behavioral similarity,M_degraded_image,34,trajectory,0.15679466290865351,
controlled_THINGS,M_degraded_image,34,trajectory,0.14666752812607733,
SigLIP2,M_degraded_image,34,trajectory,0.09228866692157135,
lancaster_perceptual,M_degraded_image,34,trajectory,0.16445052285005726,
THINGS behavioral similarity,M_degraded_image,35,trajectory,0.15144614701321535,
controlled_THINGS,M_degraded_image,35,trajectory,0.14063919166576114,
SigLIP2,M_degraded_image,35,trajectory,0.09320280511765314,
lancaster_perceptual,M_degraded_image,35,trajectory,0.1430343320453833,
THINGS behavioral similarity,M_degraded_image,36,trajectory,0.11754990667657284,
controlled_THINGS,M_degraded_image,36,trajectory,0.10119413073712887,
SigLIP2,M_degraded_image,36,trajectory,0.08481198420862461,
lancaster_perceptual,M_degraded_image,36,trajectory,0.16902900226944076,
THINGS behavioral similarity,,,first_prompt_vs_neutral_layer,,1
THINGS behavioral similarity,,,first_matched_vs_prompt_layer,,10
THINGS behavioral similarity,,,peak_matched_vs_prompt_layer,,25
controlled_THINGS,,,first_prompt_vs_neutral_layer,,1
controlled_THINGS,,,first_matched_vs_prompt_layer,,10
controlled_THINGS,,,peak_matched_vs_prompt_layer,,25
SigLIP2,,,first_prompt_vs_neutral_layer,,1
SigLIP2,,,first_matched_vs_prompt_layer,,3
SigLIP2,,,peak_matched_vs_prompt_layer,,19
lancaster_perceptual,,,first_prompt_vs_neutral_layer,,1
lancaster_perceptual,,,first_matched_vs_prompt_layer,,2
lancaster_perceptual,,,peak_matched_vs_prompt_layer,,25
